time_days,Np,Rp,Wp,Pressure_truth,Pressure_measured
0.0,0.0,650.0,0.0,3500.0,3460.343876242105
104.34782608695652,521739.1304347826,650.0,1288.9829235125585,3271.1608967281145,3283.189460905028
208.69565217391303,1043478.2608695652,649.9999997176591,4173.7486501744115,3183.138613351075,3088.3222958711217
313.04347826086956,1565217.3913043477,652.4127421640165,10127.995727143274,3158.265190382834,3228.053775888269
417.39130434782606,2086956.5217391304,656.266517015838,21817.969208349223,3133.06479666026,3164.9795337066707
521.7391304347826,2608695.652173913,660.7304278166142,43972.87517905715,3107.696122675816,3093.0937484148476
626.0869565217391,3130434.7826086953,665.5104599095405,84800.3717381249,3082.080522652335,3066.483056242826
730.4347826086956,3652173.913043478,670.4854045555118,158161.9379225405,3056.0877464664363,3071.279514855377
834.7826086956521,4173913.0434782607,675.6015680441709,286596.78236117144,3029.508509980284,3016.125494870067
939.1304347826086,4695652.173913043,680.8389909810627,504733.2077649156,3002.0271252737057,2990.731682215545
1043.4782608695652,5217391.304347826,686.1990897503053,861212.9841298757,2973.2118545092735,3009.2152455097294
1147.8260869565217,5739130.434782608,691.6993985724356,1414831.0278876051,2942.563058029931,2968.2983183186197
1252.1739130434783,6260869.565217391,697.3692182848869,2218938.1677462473,2909.668841797671,2906.4624450159617
1356.5217391304348,6782608.695652174,703.2421729836159,3292819.8233416234,2874.464917361261,2870.1910892019678
1460.8695652173913,7304347.826086956,709.3440783774608,4594164.37352076,2837.4519466262714,2845.4977627595536
1565.2173913043478,7826086.956521739,715.6795488400966,6019832.735621334,2799.630920459252,2768.9300007333068
1669.5652173913043,8347826.0869565215,722.2254010708832,7445182.003266608,2762.111100736837,2741.9235875040235
1773.9130434782608,8869565.217391305,728.9362113311618,8773630.572849806,2725.6828804205957,2753.0958894309165
1878.2608695652173,9391304.347826086,735.758076281335,9960119.926936936,2690.659319405157,2684.135179748114
1982.6086956521738,9913043.47826087,742.6415246702095,11003289.811354738,2656.9854503605306,2588.2641415766943
2086.9565217391305,10434782.608695652,749.5482039766986,11925145.932244431,2624.4301683394942,2600.566232357834
2191.304347826087,10956521.739130434,756.4517693076982,12754217.717929149,2592.729113475978,2625.560193740655
2295.6521739130435,11478260.869565217,763.3357775731773,13516592.987807263,2561.653584619298,2550.0394460151338
2400.0,12000000.0,770.1908663058385,14232854.643187614,2531.0295763118056,2523.5929357999894
