time_days,Np,Rp,Wp,Pressure_truth,Pressure_measured
0.0,0.0,650.0,0.0,3500.0,3488.016297899722
104.34782608695652,521739.1304347826,650.0,1288.9829235125585,3427.536283704542,3486.1469673785
208.69565217391303,1043478.2608695652,650.0,4173.7486501744115,3366.3995253751873,3292.141390072697
313.04347826086956,1565217.3913043477,650.0,10127.995727143274,3314.252316582639,3225.1806790563815
417.39130434782606,2086956.5217391304,649.9999999999616,21817.969208349223,3269.314346654942,3222.084654006695
521.7391304347826,2608695.652173913,649.9999998071843,43972.87517905715,3230.226252845219,3251.747975886031
626.0869565217391,3130434.7826086953,649.9994946191758,84800.3717381249,3201.634387855871,3173.0560307969918
730.4347826086956,3652173.913043478,649.9292297264954,158161.9379225405,3188.401886156122,3254.4731335333986
834.7826086956521,4173913.0434782607,650.5543275776835,286596.78236117144,3177.874601884055,3186.27953493063
939.1304347826086,4695652.173913043,651.5431351854246,504733.2077649156,3166.929960302291,3198.465771699607
1043.4782608695652,5217391.304347826,652.8021445768095,861212.9841298757,3155.1348747025722,3162.6490888972294
1147.8260869565217,5739130.434782608,654.2896587066526,1414831.0278876051,3141.97677603789,3162.6010069820163
1252.1739130434783,6260869.565217391,655.99736511938,2218938.1677462473,3127.0901321802307,3145.209693486759
1356.5217391304348,6782608.695652174,657.9310966315854,3292819.8233416234,3110.392209461551,2972.3168400732457
1460.8695652173913,7304347.826086956,660.0974813380066,4594164.37352076,3092.3075115512115,3100.0854406909843
1565.2173913043478,7826086.956521739,662.4892601576342,6019832.735621334,3073.727574117987,3120.333236352846
1669.5652173913043,8347826.0869565215,665.0771946592898,7445182.003266608,3055.663747018817,3044.6268684056076
1773.9130434782608,8869565.217391305,667.8135595726886,8773630.572849806,3038.8487592255956,3063.278172362781
1878.2608695652173,9391304.347826086,670.6439062690772,9960119.926936936,3023.5747891751694,2976.168581382211
1982.6086956521738,9913043.47826087,673.5187276487226,11003289.811354738,3009.7837040371337,2974.0498610091877
2086.9565217391305,10434782.608695652,676.39968535899,11925145.932244431,2997.2437588761713,3059.6651246445253
2191.304347826087,10956521.739130434,679.2604656397416,12754217.717929149,2985.6864017202834,2879.0045548963553
2295.6521739130435,11478260.869565217,682.0847518743072,13516592.987807263,2974.874907814685,2972.9217827902385
2400.0,12000000.0,684.8634566910894,14232854.643187614,2964.62503494146,2910.4065950272357
